key,entry_type,author,title,abstract,address,annote,booktitle,doi,editor,file,institution,isbn,issn,journal,keywords,language,month,note,number,pages,publisher,shorttitle,type,url,urldate,volume,year,use_case,technology,pubType,relevant,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
dong_vambc_2021,incollection,"Yue, Mingxuan and Chiang, Yao-Yi and Shahabi, Cyrus",VAMBC A Variational Approach for Mobility Behavior Clustering,"Many domains including policymaking, urban design, and geospatial intelligence beneﬁt from understanding people’s mobility behaviors (e.g., work commute, shopping), which can be achieved by clustering massive trajectories using the geo-context around the visiting locations (e.g., sequence of vectors, each describing the geographic environment near a visited location). However, existing clustering approaches on sequential data are not eﬀective for clustering these context sequences based on the contexts’ transition patterns. They either rely on traditional pre-deﬁned similarities for speciﬁc application requirements or utilize a two-phase autoencoder-based deep learning process, which is not robust to training variations. Thus, we propose a variational approach named VAMBC for clustering context sequences that simultaneously learns the self-supervision and cluster assignments in a single phase to infer moving behaviors from context transitions in trajectories. Our experiments show that VAMBC signiﬁcantly outperforms the state-of-the-art approaches in robustness and accuracy of clustering mobility behaviors in trajectories.",Cham,,Machine {Learning} and {Knowledge} {Discovery} in {Databases}. {Applied} {Data} {Science} {Track},10.1007/978-3-030-86514-6_28,"Dong, Yuxiao and Kourtellis, Nicolas and Hammer, Barbara and Lozano, Jose A.",Yue et al. - 2021 - VAMBC A Variational Approach for Mobility Behavio.pdf:files/359/Yue et al. - 2021 - VAMBC A Variational Approach for Mobility Behavio.pdf:application/pdf,,978-3-030-86513-9 978-3-030-86514-6,,,,en,,Series Title: Lecture Notes in Computer Science,,453--469,Springer International Publishing,{VAMBC},,https://link.springer.com/10.1007/978-3-030-86514-6_28,2023-07-04,12978,2021.0,(Sub)trajectory classification,Autoencoder,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yun_distributed_2021,article,"Yun, Won Joon and Jung, Soyi and Kim, Joongheon and Kim, Jae-Hyun",Distributed deep reinforcement learning for autonomous aerial eVTOL mobility in drone taxi applications,"The urban aerial mobility (UAM) system, such as drone taxi or air taxi, is one of future on-demand transportation networks. Among them, electric vertical takeoff and landing (eVTOL) is one of UAM systems that is for identifying the locations of passengers, flying to the positions where the passengers are located, loading the passengers, and delivering the passengers to their destinations. In this paper, we propose a distributed deep reinforcement learning where the agents are formulated as eVTOL vehicles that can compute the optimal passenger transportation routes under the consideration of passenger behaviors, collisions among eVTOL, and eVTOL battery status.",,,,10.1016/j.icte.2021.01.005,,Yun et al. - 2021 - Distributed deep reinforcement learning for autono.pdf:files/389/Yun et al. - 2021 - Distributed deep reinforcement learning for autono.pdf:application/pdf,,,24059595,ICT Express,,en,mar,,1.0,1--4,,,,https://linkinghub.elsevier.com/retrieve/pii/S2405959521000059,2023-07-04,7,2021.0,(Sub)trajectory classification,Distributed deep reinforcement learning,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tsanakas_innovative_2021,inproceedings,"Tsanakas, Stylianos and Hameed, Aroosa and Violos, John and Leivadeas, Aris",An Innovative Neuro-Genetic Algorithm and Geometric Loss Function for Mobility Prediction,"In this research we design a time series geo-location prediction model based on Long Short-Term Memory (LSTM) with a custom geometric loss function. In order to estimate a close to optimal LSTM Recurrent Neural Network (RNN) architecture we use an innovative Genetic Algorithm (GA) tailored for RNN hypertuning. The proposed Neuro-Genetic Algorithm (Neuro-GA) includes a similarity function for the selection of the RNN that will be recombined and an early stopping criterion for the worse performing RNNs. In addition, we examine the applicability of an incremental learning approach for personalized RNN modeling. Compared with auto-machine learning and deep learning models, the proposed methodology shows substantially better prediction results and the early stopping criterion improves the speed of hypertuning convergence. The experiments also show that the incremental learning approach has significant better accuracy than a generic RNN as the personalized models are retrained to new users location data.",Alicante Spain,,Proceedings of the 19th {ACM} {International} {Symposium} on {Mobility} {Management} and {Wireless} {Access},10.1145/3479241.3486706,,Tsanakas et al. - 2021 - An Innovative Neuro-Genetic Algorithm and Geometri.pdf:files/421/Tsanakas et al. - 2021 - An Innovative Neuro-Genetic Algorithm and Geometri.pdf:application/pdf,,978-1-4503-9079-8,,,,en,nov,,,25--32,ACM,,,https://dl.acm.org/doi/10.1145/3479241.3486706,2023-07-04,,2021.0,Location classification,RNN,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cao_generating_2021,inproceedings,"Cao, Chu and Li, Mo",Generating Mobility Trajectories with Retained Data Utility,"This paper presents TrajGen, an approach to generate arti cial datasets of mobility trajectories based on an original trajectory dataset while retaining the utility of the original data in supporting various mobility applications. The generated mobility data is disentangled with the original data and can be shared without compromising the data privacy. TrajGen leverages Generative Adversarial Nets combined with a Seq2Seq model to generate the spatial-temporal trajectory data. TrajGen is implemented and evaluated with real-world taxi trajectory data in Singapore. The extensive experimental results demonstrate that TrajGen is able to generate arti cial trajectory data that retain key statistical characteristics of the original data. Two case studies, i.e., road map updating and Origin-Destination demand estimation are performed with the generated arti cial data, and the results show that the articial trajectories generated by TrajGen retain the utility of original data in supporting the two applications.",Virtual Event Singapore,,Proceedings of the 27th {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} \& {Data} {Mining},10.1145/3447548.3467158,,Cao und Li - 2021 - Generating Mobility Trajectories with Retained Dat.pdf:files/418/Cao und Li - 2021 - Generating Mobility Trajectories with Retained Dat.pdf:application/pdf,,978-1-4503-8332-5,,,,en,aug,,,2610--2620,ACM,,,https://dl.acm.org/doi/10.1145/3447548.3467158,2023-07-04,,2021.0,Synthetic data generation,GAN,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sun_periodicmove_2021,inproceedings,"Sun, Hao and Yang, Changjie and Deng, Liwei and Zhou, Fan and Huang, Feiteng and Zheng, Kai",PeriodicMove Shift-aware Human Mobility Recovery with Graph Neural Network,"Human mobility recovery is of great importance for a wide range of location-based services. However, recovering human mobility is not trivial because of three challenges: 1) complex transition patterns among locations; 2) multi-level periodicity and shifting periodicity of human mobility; 3) sparsity of the collected trajectory data. In this paper, we propose PeriodicMove, a neural attention model based on graph neural network for human mobility recovery from lengthy and sparse trajectories. In PeriodicMove, we first construct a directed graph for each trajectory and capture complex location transition patterns using graph neural network. Then, we design two attention mechanisms which capture multi-level periodicity and shifting periodicity of human mobility respectively. Finally, a spatial-aware loss function is proposed to incorporate spatial proximity into the model optimization, which alleviates the data sparsity problem. We perform extensive experiments and the evaluation results demonstrate that PeriodicMove yields significant improvements over the competitors on two representative real-life mobility datasets. In addition, by providing high-quality mobility data, our model can benefit a variety of mobility-oriented downstream applications.",Virtual Event Queensland Australia,,Proceedings of the 30th {ACM} {International} {Conference} on {Information} \& {Knowledge} {Management},10.1145/3459637.3482284,,Sun et al. - 2021 - PeriodicMove Shift-aware Human Mobility Recovery .pdf:files/419/Sun et al. - 2021 - PeriodicMove Shift-aware Human Mobility Recovery .pdf:application/pdf,,978-1-4503-8446-9,,,,en,oct,,,1734--1743,ACM,{PeriodicMove},,https://dl.acm.org/doi/10.1145/3459637.3482284,2023-07-04,,2021.0,Trajectory prediction/imputation,"GNN, attention",article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tabatabaie_reinforced_2021,inproceedings,"Tabatabaie, Mahan and He, Suining and Yang, Xi",Reinforced Feature Extraction and Multi-Resolution Learning for Driver Mobility Fingerprint Identification,"Taking into account the availability of the historical GPS trajectories of drivers, given a new GPS trajectory, Driver mobility fingerprint (DMF) identification aims at (i) determining whether a generated trajectory belongs to a potential driver, and (ii) detecting if a trajectory is likely anomalous based on a driver’s historical data. Prior studies often consider hand-crafted feature engineering techniques to extract DMFs while contextual factors like weather and points-of-interest (POIs) are hardly accounted for, which might not achieve satisfactory identification results. To address above, we propose RM-Drive, a novel framework based on reinforced feature extraction and multi-resolution learning. Specifically, we first employ spatio-temporal inverse reinforcement learning (ST-IRL) to extract DMFs from historical trajectories. Then, we generate trajectory embeddings by fusing the extracted DMFs and the contextual factors using the multi-resolution trajectory embedding network (MTE-Net). Our proposed MTE-Net consists of multi-resolution convolutional neural network (MR-CNN), which enables the model to learn the multi-resolution features of the DMFs. Finally, we leverage the trajectory embeddings for the driver classification and anomaly detection. We have conducted extensive evaluation studies upon RM-Drive with two real-world datasets, and our results demonstrate the performance improvements from the state-of-the-art of driver classification and anomaly detection respectively by 21\% and 11\% on average based on several evaluation metrics, including accuracy, precision, and recall, etc.",Beijing China,,Proceedings of the 29th {International} {Conference} on {Advances} in {Geographic} {Information} {Systems},10.1145/3474717.3483911,,Tabatabaie et al. - 2021 - Reinforced Feature Extraction and Multi-Resolution.pdf:files/420/Tabatabaie et al. - 2021 - Reinforced Feature Extraction and Multi-Resolution.pdf:application/pdf,,978-1-4503-8664-7,,,,en,nov,,,69--80,ACM,,,https://dl.acm.org/doi/10.1145/3474717.3483911,2023-07-04,,2021.0,(Sub)trajectory classification,CNN,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kontopoulos_deep_2021,article,"Kontopoulos, Ioannis and Makris, Antonios and Tserpes, Konstantinos",A Deep Learning Streaming Methodology for Trajectory Classification,"Due to the vast amount of available tracking sensors in recent years, high-frequency and high-volume streams of data are generated every day. The maritime domain is no different as all larger vessels are obliged to be equipped with a vessel tracking system that transmits their location periodically. Consequently, automated methodologies able to extract meaningful information from high-frequency, large volumes of vessel tracking data need to be developed. The automatic identiﬁcation of vessel mobility patterns from such data in real time is of utmost importance since it can reveal abnormal or illegal vessel activities in due time. Therefore, in this work, we present a novel approach that transforms streaming vessel trajectory patterns into images and employs deep learning algorithms to accurately classify vessel activities in near real time tackling the Big Data challenges of volume and velocity. Two real-world data sets collected from terrestrial, vessel-tracking receivers were used to evaluate the proposed methodology in terms of both classiﬁcation and streaming execution performance. Experimental results demonstrated that the vessel activity classiﬁcation performance can reach an accuracy of over 96\% while achieving sub-second latencies in streaming execution performance.",,,,10.3390/ijgi10040250,,Kontopoulos et al. - 2021 - A Deep Learning Streaming Methodology for Trajecto.pdf:files/455/Kontopoulos et al. - 2021 - A Deep Learning Streaming Methodology for Trajecto.pdf:application/pdf,,,2220-9964,ISPRS International Journal of Geo-Information,,en,apr,,4.0,250,,,,https://www.mdpi.com/2220-9964/10/4/250,2023-07-04,10,2021.0,(Sub)trajectory classification,CNN,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sun_joint_2021,article,"Sun, Jie and Kim, Jiwon",Joint prediction of next location and travel time from urban vehicle trajectories using long short-term memory neural networks,"This paper aims to incorporate travel time prediction in the next location prediction problem to enable the prediction of the city-wide movement trajectory of an individual vehicle by consid­ ering both where the vehicle will go next and when it will arrive. We propose two deep learning models based on long short-term memory (LSTM) neural networks with self-attention mecha­ nism—namely, hybrid LSTM and sequential LSTM. These models capture patterns in location and time sequences in trajectory data and their dependencies to predict next locations and travel times simultaneously. Using Bluetooth vehicle trajectory data from Brisbane, Australia, we compare the prediction performance of the proposed models with several existing approaches including hidden Markov model and other LSTM-based models. The results show that the pro­ posed models produce higher prediction accuracy for both location and time prediction tasks, with the sequential LSTM yielding the best performance. Compared to the conventional next location prediction problem, which considers location sequences only without travel time consideration, the study finds that jointly modelling location and travel time sequences actually improves the next location prediction performance itself, potentially because travel time obser­ vations capture the information on traffic conditions in the network, which may affect drivers’ location choices. We demonstrate an application of the proposed models in network traffic management, where important locations can be identified to mitigate congestion in a hot-spot by predicting where vehicles come from and go next in an urban road network.",,,,10.1016/j.trc.2021.103114,,Sun und Kim - 2021 - Joint prediction of next location and travel time .pdf:files/377/Sun und Kim - 2021 - Joint prediction of next location and travel time .pdf:application/pdf,,,0968090X,Transportation Research Part C: Emerging Technologies,,en,jul,,,103114,,,,https://linkinghub.elsevier.com/retrieve/pii/S0968090X21001339,2023-07-04,128,2021.0,Next location / final destination prediction,LSTM,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yu_mobility-aware_2021,article,"Yu, Zhengxin and Hu, Jia and Min, Geyong and Zhao, Zhiwei and Miao, Wang and Hossain, M. Shamim",Mobility-Aware Proactive Edge Caching for Connected Vehicles Using Federated Learning,"Content Caching at the edge of vehicular networks has been considered as a promising technology to satisfy the increasing demands of computation-intensive and latency-sensitive vehicular applications for intelligent transportation. The existing content caching schemes, when used in vehicular networks, face two distinct challenges: 1) Vehicles connected to an edge server keep moving, making the content popularity varying and hard to predict. 2) Cached content is easily out-ofdate since each connected vehicle stays in the area of an edge server for a short duration. To address these challenges, we propose a Mobility-aware Proactive edge Caching scheme based on Federated learning (MPCF). This new scheme enables multiple vehicles to collaboratively learn a global model for predicting content popularity with the private training data distributed on local vehicles. MPCF also employs a Context-aware Adversarial AutoEncoder to predict the highly dynamic content popularity. Besides, MPCF integrates a mobility-aware cache replacement policy, which allows the network edges to add/evict contents in response to the mobility patterns and preferences of vehicles. MPCF can greatly improve cache performance, effectively protect users’ privacy and signiﬁcantly reduce communication costs. Experimental results demonstrate that MPCF outperforms other baseline caching schemes in terms of the cache hit ratio in vehicular edge networks.",,,,10.1109/TITS.2020.3017474,,Yu et al. - 2021 - Mobility-Aware Proactive Edge Caching for Connecte.pdf:files/462/Yu et al. - 2021 - Mobility-Aware Proactive Edge Caching for Connecte.pdf:application/pdf,,,"1524-9050, 1558-0016",IEEE Transactions on Intelligent Transportation Systems,,en,aug,,8.0,5341--5351,,,,https://ieeexplore.ieee.org/document/9181482/,2023-07-04,22,2021.0,Traffic volume prediction,LSTM,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsu_mobility-aware_2021,inproceedings,"Hsu, Chih-Ho and Chiang, Yao and Zhang, Yi and Wei, Hung-Yu",Mobility-Aware QoS Promotion and Load Balancing in MEC-Based Vehicular Networks A Deep Learning Approach,"Recently, Multi-access Edge Computing (MEC) has become a promising enabler to support emerging applications in vehicular networks by ofﬂoading compute-intensive tasks from vehicles to proximate MEC servers. However, the high mobility of vehicles brings difﬁculties to provide reliable services in the MEC system due to potential outages of communication in the process of ofﬂoading. Also, load balancing of the MEC system is seldom considered in previous ofﬂoading schemes, which may increase the risk of system failure and reduce Quality of Service (QoS) of vehicles due to congestions. Currently, we still lack a low-complexity method to address these issues. In this paper, we aim to promote QoS of vehicular applications by taking vehicles’ mobility and latency requirements into account while guaranteeing load balancing of the MEC system. Speciﬁcally, we ﬁrst formulate the joint ofﬂoading decision and resource allocation problem as a Mixed Integer NonLinear Programming (MINLP) problem. Then, by taking advantage of both Deep Neural Network (DNN) and Particle Swarm Optimization (PSO), we propose a novel framework to effectively address the problem, where PSO accelerates the training by providing high quality labeled data to DNN. Finally, simulation results show that our proposed method outperforms traditional heuristic algorithms in terms of QoS and runtime.","Helsinki, Finland",,2021 {IEEE} 93rd {Vehicular} {Technology} {Conference} ({VTC2021}-{Spring}),10.1109/VTC2021-Spring51267.2021.9448705,,Hsu et al. - 2021 - Mobility-Aware QoS Promotion and Load Balancing in.pdf:files/463/Hsu et al. - 2021 - Mobility-Aware QoS Promotion and Load Balancing in.pdf:application/pdf,,978-1-72818-964-2,,,,en,apr,,,1--6,IEEE,Mobility-{Aware} {QoS} {Promotion} and {Load} {Balancing} in {MEC}-{Based} {Vehicular} {Networks},,https://ieeexplore.ieee.org/document/9448705/,2023-07-04,,2021.0,(Sub)trajectory classification,autoencoder,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jiang_transfer_2021,article,"Jiang, Renhe and Song, Xuan and Fan, Zipei and Xia, Tianqi and Wang, Zhaonan and Chen, Quanjun and Cai, Zekun and Shibasaki, Ryosuke",Transfer Urban Human Mobility via POI Embedding over Multiple Cities,"Rapidly developing location acquisition technologies provide a powerful tool for understanding and predicting human mobility in cities, which is very significant for urban planning, traffic regulation, and emergency management. However, with the existing methodologies, it is still difficult to accurately predict millions of peoples’ mobility in a large urban area such as Tokyo, Shanghai, and Hong Kong, especially when collected data used for model training are often limited to a small portion of the total population. Obviously, human activities in city are closely linked with point-of-interest (POI) information, which can reflect the semantic meaning of human mobility. This motivates us to fuse human mobility data and city POI data to improve the prediction performance with limited training data, but current fusion technologies can hardly handle these two heterogeneous data. Therefore, we propose a unique POI-embedding mechanism, that aggregates the regional POIs by categories to generate an artificial POI-image for each urban grid and enriches each trajectory snippet to a four-dimensional tensor in an analogous manner to a short video. Then, we design a deep learning architecture combining CNN with LSTM to simultaneously capture both the spatiotemporal and geographical information from the enriched trajectories. Furthermore, transfer learning is employed to transfer mobility knowledge from one city to another, so that we can fully utilize other cities’ data to train a stronger model for the target city with only limited data available. Finally, we achieve satisfactory performance of human mobility prediction at the citywide level using a limited amount of trajectories as training data, which has been validated over five urban areas of different types and scales.",,,,10.1145/3416914,,Jiang et al. - 2021 - Transfer Urban Human Mobility via POI Embedding ov.pdf:files/417/Jiang et al. - 2021 - Transfer Urban Human Mobility via POI Embedding ov.pdf:application/pdf,,,2691-1922,ACM/IMS Transactions on Data Science,,en,feb,,1.0,1--26,,,,https://dl.acm.org/doi/10.1145/3416914,2023-07-04,2,2021.0,Trajectory prediction/imputation,CRNN,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rodriguez_deepcovid_nodate,article,"Rodríguez, Alexander and Tabassum, Anika and Cui, Jiaming and Xie, Jiajia and Ho, Javen and Agarwal, Pulak and Adhikari, Bijaya and Prakash, B Aditya",DeepCOVID An Operational Deep Learning-driven Framework for Explainable Real-time COVID-19 Forecasting,"How do we forecast an emerging pandemic in real time in a purely data-driven manner? How to leverage rich heterogeneous data based on various signals such as mobility, testing, and/or disease exposure for forecasting? How to handle noisy data and generate uncertainties in the forecast? In this paper, we present DEEPCOVID, an operational deep learning framework designed for real-time COVID-19 forecasting. DEEPCOVID works well with sparse data and can handle noisy heterogeneous data signals by propagating the uncertainty from the data in a principled manner resulting in meaningful uncertainties in the forecast. The deployed framework also consists of modules for both real-time and retrospective exploratory analysis to enable interpretation of the forecasts. Results from real-time predictions (featured on the CDC website and FiveThirtyEight.com) since April 2020 indicates that our approach is competitive among the methods in the COVID-19 Forecast Hub, especially for short-term predictions.",,,,,,Rodríguez et al. - DeepCOVID An Operational Deep Learning-driven Fra.pdf:files/402/Rodríguez et al. - DeepCOVID An Operational Deep Learning-driven Fra.pdf:application/pdf,,,,,,en,,,,,,,,,,,2021.0,Traffic volume prediction,LSTM,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filippas_deep_2021,inproceedings,"Filippas, Yannis and Margaris, Aristotelis and Tsagkaris, Kostas",Deep Learning Approaches for Mobile Trajectory Prediction,"Mobility analytics is a very critical research topic related closely with the wide field of human behavior analysis. Mobility trajectory prediction refers to the model-based projection of an individual’s location in the foreseeable future, within the boundaries of a predefined area. This information is proved to be an important input for information systems in multiple ICT-related scientific fields. Various algorithms have been proposed so far for solving this problem, however, traditional predictive approaches are shown to underperform in accuracy and reliability. This leaves room for more sophisticated, deep-learning modeling formulations. Framed within this statement, the focus in this paper is placed on contemporary deep learning approaches for trajectory prediction and more specifically, sequential machine learning models such as the Social GAN, Trajectory Transformer, and the proposed scheme, which is based on a customized GRU neural network extended with the attention mechanism. The three approaches are theoretically described and most importantly, they are implemented, validated, and evaluated on top of a realistic experimental platform and based on both simulated mobility data and open-source mobility datasets. The evaluation process of the models takes into consideration ml regression error metrics, qualitative 2D projection but also system aspects such as training complexity in the form of hyperparameter order. The results indicate that our proposed scheme outweighs SotA deep learning approaches by 29\% in terms of Mean Displacement Error and by a factor of thousands in computation complexity, making it a realistic candidate for latency-sensitive applications, placed at edge computing nodes with limited processing capabilities.","Madrid, Spain",,2021 {IEEE} {Globecom} {Workshops} ({GC} {Wkshps}),10.1109/GCWkshps52748.2021.9682164,,Filippas et al. - 2021 - Deep Learning Approaches for Mobile Trajectory Pre.pdf:files/435/Filippas et al. - 2021 - Deep Learning Approaches for Mobile Trajectory Pre.pdf:application/pdf,,978-1-66542-390-8,,,,en,dec,,,1--6,IEEE,,,https://ieeexplore.ieee.org/document/9682164/,2023-07-04,,2021.0,Trajectory prediction/imputation,"GAN, GRU",article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cho_clustered_2021,article,"Cho, Sung-Bae and Kim, Jin-Young",Clustered embedding using deep learning to analyze urban mobility based on complex transportation data,"Urban mobility is a vital aspect of any city and often influences its physical shape as well as its level of economic and social development. A thorough analysis of mobility patterns in urban areas can provide various benefits, such as the prediction of traffic flow and public transportation usage. In particular, based on its exceptional ability to extract patterns from complex large-scale data, embedding based on deep learning is a promising method for analyzing the mobility patterns of urban residents. However, as urban mobility becomes increasingly complex, it becomes difficult to embed patterns into a single vector because of its limited capacity. In this paper, we propose a novel method for analyzing urban mobility based on deep learning. The proposed method involves clustering mobility patterns and embedding them to capture their implicit meaning. Clustering groups mobility patterns based on their spatiotemporal characteristics, and embedding provides meaningful information regarding both individual residents (i.e., personalized mobility) and all residents as a whole, enabling a more effective analysis of mobility patterns. Experiments were performed to predict the successive points of interest (POIs) based on transportation data collected from 1.5 million citizens in a large metropolitan city; the results demonstrate that the proposed method achieves top-1, 3, and 5 accuracies of 73.64\%, 88.65\%, and 91.54\%, respectively, which are much higher than those of the conventional method (59.48\%, 75.85\%, and 80.1\%, respectively). We also demonstrate that the proposed method facilitates the analysis of urban mobility through arithmetic operations between POI vectors.",,,,10.1371/journal.pone.0249318,"Tu, Wei",Cho und Kim - 2021 - Clustered embedding using deep learning to analyze.pdf:files/457/Cho und Kim - 2021 - Clustered embedding using deep learning to analyze.pdf:application/pdf,,,1932-6203,PLOS ONE,,en,apr,,4.0,e0249318,,,,https://dx.plos.org/10.1371/journal.pone.0249318,2023-07-04,16,2021.0,(Sub)trajectory classification,Dense NN,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
markos_capturing_2021,article,"Markos, Christos and Yu, James J. Q. and Xu, Richard Yi Da",Capturing Uncertainty in Unsupervised GPS Trajectory Segmentation Using Bayesian Deep Learning,"Intelligent transportation management requires not only statistical information on users’ mobility patterns, but also knowledge of their corresponding transportation modes. While GPS trajectories can be readily obtained from GPS sensors found in modern smartphones and vehicles, these massive geospatial data are neither automatically annotated nor segmented by transportation mode, subsequently complicating transportation mode identiﬁcation. In addition, predictive uncertainty caused by the learned model parameters or variable noise in GPS sensor readings typically remains unaccounted for. To jointly address the above issues, we propose a Bayesian deep learning framework for unsupervised GPS trajectory segmentation. After unlabeled GPS trajectories are preprocessed into sequences of motion features, they are used in unsupervised training of a channel-calibrated temporal convolutional neural network for timestep-level transportation mode identiﬁcation. At test time, we approximate variational inference via Monte Carlo dropout sampling, leveraging the mean and variance of the predicted distributions to classify each input timestep and estimate its predictive uncertainty, respectively. The proposed approach outperforms both its non-Bayesian variant and established GPS trajectory segmentation baselines on Microsoft’s Geolife dataset without using any labels.",,,,10.1609/aaai.v35i1.16115,,Markos et al. - 2021 - Capturing Uncertainty in Unsupervised GPS Trajecto.pdf:files/400/Markos et al. - 2021 - Capturing Uncertainty in Unsupervised GPS Trajecto.pdf:application/pdf,,,"2374-3468, 2159-5399",Proceedings of the AAAI Conference on Artificial Intelligence,,en,may,,1.0,390--398,,,,https://ojs.aaai.org/index.php/AAAI/article/view/16115,2023-07-04,35,2021.0,(Sub)trajectory classification,CRNN,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liu_location-aware_2021,article,"Liu, Chang and Yuan, Weijie and Wei, Zhiqiang and Liu, Xuemeng and Ng, Derrick Wing Kwan",Location-Aware Predictive Beamforming for UAV Communications A Deep Learning Approach,"The cellular-connected unmanned aerial vehicle (UAV) communication becomes a promising technique to realize the beyond ﬁfth generation (5G) wireless networks, due to the high mobility and maneuverability of UAVs which can adapt to heterogeneous requirements of different applications. However, the movement of UAVs impose a unique challenge for accurate beam alignment between the UAV and the ground base station (BS). In this letter, we propose a deep learning-based locationaware predictive beamforming scheme to track the beam for UAV communications in a dynamic scenario. Speciﬁcally, a long shortterm memory (LSTM)-based recurrent neural network (LRNet) is designed for UAV location prediction. Based on the predicted location, a predicted angle between the UAV and the BS can be determined for effective and fast beam alignment in the next time slot, which enables reliable communications between the UAV and the BS. Simulation results demonstrate that the proposed scheme can achieve a satisfactory UAV-to-BS communication rate, which is close to the upper bound of communication rate obtained by the perfect genie-aided alignment scheme.",,,,10.1109/LWC.2020.3045150,,Liu et al. - 2021 - Location-Aware Predictive Beamforming for UAV Comm.pdf:files/459/Liu et al. - 2021 - Location-Aware Predictive Beamforming for UAV Comm.pdf:application/pdf,,,"2162-2337, 2162-2345",IEEE Wireless Communications Letters,,en,mar,,3.0,668--672,,Location-{Aware} {Predictive} {Beamforming} for {UAV} {Communications},,https://ieeexplore.ieee.org/document/9296324/,2023-07-04,10,2021.0,Trajectory prediction/imputation,LSTM,journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
